GENE,SNP,baseMean,EFFECTSIZE,lfcSE,stat,pvalue,P
Hyls1,Hyls1,25.12922321,-1.767168588,0.468157144,-3.802473245,0.000143259,0.001203646
LOC120096404,LOC120096404,10.76286966,-1.767110956,0.480585436,-3.654757026,0.000257426,0.001972945
LOC120099784,LOC120099784,15.07259974,-1.766857356,0.487452451,-3.675675214,0.000237221,0.001842812
LOC108352121,LOC108352121,13.58911078,-1.766536171,0.478388573,-3.697925179,0.000217369,0.001712265
Ptms,Ptms,6964.584508,-1.76554218,0.190649534,-9.260606821,2.03E-20,3.25E-18
Prlr,Prlr,24.41131247,-1.765471216,0.426878558,-4.116080742,3.85E-05,0.000394366
LOC108349941,LOC108349941,14.83630237,-1.763956005,0.451208378,-3.874796935,0.000106714,0.000937371
Nfix,Nfix,506.8952482,-1.762820339,0.259934769,-6.781329805,1.19E-11,6.53E-10
LOC120095655,LOC120095655,20.37610874,-1.761220007,0.45383757,-3.876240036,0.000106083,0.000933562
Tfap2b,Tfap2b,30.78331466,-1.759015673,0.465757052,-3.798753961,0.000145425,0.001217948
Tph1,Tph1,16.28599316,-1.758940162,0.445554257,-3.915124833,9.04E-05,0.000814535
LOC120095876,LOC120095876,21.08246467,-1.757669764,0.455648659,-3.858508499,0.000114081,0.000992682
LOC120097042,LOC120097042,6.574516282,-1.753521346,0.475895517,-4.223028025,2.41E-05,0.000266504
Trhde,Trhde,10.14453038,-1.752881932,0.484540935,-3.749834178,0.000176952,0.001437237
LOC120094660,LOC120094660,13.3359758,-1.751335102,0.486086464,-3.635231154,0.000277731,0.002094337
Rbm25l1,Rbm25l1,111.626135,-1.751307382,0.290162268,-6.030465784,1.63E-09,5.60E-08
LOC120100960,LOC120100960,5.905492237,-1.751100358,0.481404783,-3.64444631,0.000267968,0.002035613
RT1-S3,RT1-S3,19.25329585,-1.749971659,0.448642446,-3.886707754,0.000101613,0.000899384
LOC108352944,LOC108352944,12.51446875,-1.748742371,0.486214808,-3.826137618,0.00013017,0.001111807
Ccdc30,Ccdc30,37.86691063,-1.746064674,0.37021774,-4.703561644,2.56E-06,3.77E-05
Nr5a2,Nr5a2,6.332396944,-1.744801851,0.481946787,-3.699437911,0.000216077,0.00170354
Dnajc8,Dnajc8,1775.295304,-1.741172334,0.150403318,-11.57600193,5.45E-31,2.89E-28
LOC120100828,LOC120100828,6.327054906,-1.741135552,0.485415327,-3.467980658,0.000524385,0.003529463
LOC120103206,LOC120103206,15.84664643,-1.741128195,0.460126307,-3.768033383,0.000164539,0.001350018
LOC120098191,LOC120098191,6.180047776,-1.739399704,0.475505281,-4.172765064,3.01E-05,0.000321028
Foxa2,Foxa2,7.229982291,-1.73889036,0.480899048,-3.774871282,0.00016009,0.001318186
LOC102550787,LOC102550787,16.46912809,-1.738495832,0.472300385,-3.677555343,0.00023548,0.001831588
Palm2,Palm2,150.2769423,-1.738281446,0.36740185,-4.7335305,2.21E-06,3.32E-05
Myh14,Myh14,2531.556282,-1.737953616,0.199157011,-8.726299692,2.63E-18,3.54E-16
LOC120102427,LOC120102427,6.988938504,-1.737268745,0.481111574,-3.751166068,0.000176014,0.001430876
Wdr87l,Wdr87l,9.126487634,-1.73673592,0.486686099,-3.622837545,0.000291389,0.002178816
Trnav-aac_35,Trnav-aac_35,7.146725973,-1.736218566,0.48656288,-3.521070732,0.000429808,0.002999597
LOC120100406,LOC120100406,6.371500508,-1.735853293,0.475336061,-4.184878573,2.85E-05,0.000307061
Trnaa-agc_3,Trnaa-agc_3,15.19359056,-1.735699763,0.480976372,-3.637976258,0.000274789,0.002079758
LOC689303,LOC689303,54.20598408,-1.734742628,0.380601421,-4.551887326,5.32E-06,7.13E-05
LOC120101099,LOC120101099,20.40557622,-1.733875988,0.439979812,-3.916156962,9.00E-05,0.000812242
Clint1,Clint1,1039.471179,-1.733833864,0.29088864,-5.960794091,2.51E-09,8.27E-08
Pabpc1,Pabpc1,1833.304441,-1.732572758,0.28779779,-6.020624739,1.74E-09,5.89E-08
LOC498154,LOC498154,220.2118502,-1.732092629,0.231264133,-7.486261135,7.09E-14,5.57E-12
Hyal6,Hyal6,6.330754645,-1.73158316,0.475165276,-4.179176971,2.93E-05,0.000313225
LOC120101554,LOC120101554,6.200001492,-1.731266496,0.481647318,-3.676637881,0.000236328,0.001836882
LOC102552144,LOC102552144,67.09894058,-1.73087006,0.377333143,-4.586193493,4.51E-06,6.17E-05
LOC103693260,LOC103693260,44.99208351,-1.726966353,0.366149458,-4.705551168,2.53E-06,3.74E-05
Cdk11b,Cdk11b,3502.981028,-1.726391599,0.157806534,-10.9396745,7.45E-28,3.00E-25
Trnan-guu,Trnan-guu,7.894532794,-1.726218723,0.474523601,-4.31119165,1.62E-05,0.000189249
LOC120097797,LOC120097797,13.99537533,-1.726208201,0.481703091,-3.59280604,0.000327136,0.002399559
Trnaa-agc_65,Trnaa-agc_65,24.14862581,-1.725814338,0.421814654,-4.079340286,4.52E-05,0.000452198
Ankrd33b,Ankrd33b,11.05994325,-1.723623559,0.47985395,-3.578436456,0.000345656,0.002511668
Ackr2,Ackr2,9.637040732,-1.722971011,0.482548687,-3.720325918,0.000198966,0.001586167
Mier1,Mier1,912.4495398,-1.721860635,0.228505503,-7.534813625,4.89E-14,3.94E-12
Ccdc172,Ccdc172,30.23633387,-1.721845703,0.46172327,-3.755897888,0.000172721,0.001408507
Trnap-agg_55,Trnap-agg_55,17.59250518,-1.721751441,0.443680455,-3.854171536,0.000116122,0.001007256
LOC102553457,LOC102553457,34.59666092,-1.721381217,0.383208366,-4.476356306,7.59E-06,9.75E-05
Pip5k1c,Pip5k1c,519.4869437,-1.721167708,0.24809986,-6.936762284,4.01E-12,2.44E-10
LOC120102809,LOC120102809,5.997478538,-1.72036212,0.479937756,-3.619713054,0.00029493,0.002197222
Trnag-acc_7,Trnag-acc_7,16.43174189,-1.720153414,0.454688082,-3.76769142,0.000164764,0.001350673
Iqca1,Iqca1,82.66472043,-1.720032728,0.36855453,-4.664379145,3.10E-06,4.45E-05
Arhgap31,Arhgap31,19.39172335,-1.719502582,0.488036243,-3.679543521,0.000233652,0.001822827
Astl,Astl,16.41861752,-1.718292598,0.48739069,-3.637468338,0.000275331,0.002081314
LOC102548260,LOC102548260,66.02896924,-1.71827494,0.339391895,-5.05658201,4.27E-07,7.89E-06
LOC120098162,LOC120098162,42.44798285,-1.716371336,0.392640498,-4.366572259,1.26E-05,0.000152565
Lgi2,Lgi2,8.032408236,-1.716169249,0.487775217,-3.4795353,0.000502284,0.003416059
LOC120099981,LOC120099981,7.088881773,-1.716074511,0.488041693,-3.479060555,0.000503175,0.003417719
LOC120099956,LOC120099956,15.63011681,-1.716054774,0.487887091,-3.638964735,0.000273736,0.002073485
Calcoco2,Calcoco2,6.512441588,-1.716054499,0.474519883,-4.180595301,2.91E-05,0.000311637
LOC120095420,LOC120095420,29.52321287,-1.714569753,0.435539257,-3.9362843,8.28E-05,0.000757034
Trnaa-agc_25,Trnaa-agc_25,48.91409718,-1.713183003,0.36932744,-4.631126715,3.64E-06,5.13E-05
LOC120102828,LOC120102828,6.64343186,-1.712756112,0.474354197,-4.189323378,2.80E-05,0.000301985
Htatsf1,Htatsf1,1949.638417,-1.712579931,0.167874175,-10.20100164,1.96E-24,5.35E-22
LOC120099893,LOC120099893,29.11459083,-1.711211483,0.478769586,-3.638663319,0.000274057,0.002075065
LOC120101797,LOC120101797,6.828563264,-1.710839752,0.487670224,-3.435426773,0.000591621,0.003894368
Trim72,Trim72,32.6256803,-1.709547838,0.464691026,-3.7063691,0.000210252,0.001666111
LOC102553296,LOC102553296,13.60397325,-1.709380629,0.485858534,-3.569204632,0.000358067,0.002584519
LOC102553505,LOC102553505,6.133314698,-1.707421099,0.48721569,-3.411424232,0.000646245,0.004189909
LOC499886,LOC499886,7.856896856,-1.706029227,0.473716329,-4.295203458,1.75E-05,0.000202147
LOC120101566,LOC120101566,6.051682846,-1.704265386,0.474225596,-4.1239732,3.72E-05,0.000384053
LOC108351555,LOC108351555,7.440914499,-1.702757501,0.473726484,-4.252319303,2.12E-05,0.000238052
LOC103690742,LOC103690742,204.6430958,-1.702696533,0.285961923,-5.950870478,2.67E-09,8.71E-08
Il15ra,Il15ra,23.16499928,-1.702556659,0.486471864,-3.589271939,0.000331603,0.00242848
LOC100911827,LOC100911827,15.57706356,-1.701261567,0.471280318,-3.613251624,0.000302381,0.002241924
LOC102556333,LOC102556333,6.026716721,-1.700592104,0.479569941,-3.613902758,0.000301622,0.002237192
Tmod2,Tmod2,1518.743638,-1.70047413,0.177843973,-9.561149955,1.16E-21,2.14E-19
LOC120102904,LOC120102904,58.39188047,-1.699254105,0.380325081,-4.467213789,7.92E-06,0.000101341
LOC120099858,LOC120099858,16.41641705,-1.699071398,0.471469254,-3.608725085,0.000307705,0.002272315
LOC102553507,LOC102553507,5.491643846,-1.69632461,0.479710963,-3.547935525,0.000388263,0.002767999
Cdkn2a,Cdkn2a,23.58879644,-1.696111761,0.469492865,-3.622852598,0.000291372,0.002178816
LOC120095988,LOC120095988,43.54562224,-1.694139018,0.376948822,-4.483851299,7.33E-06,9.44E-05
LOC120100856,LOC120100856,6.166100265,-1.694059124,0.486259857,-3.383897999,0.000714645,0.004546028
Iqcg,Iqcg,7.195434733,-1.693646174,0.487389853,-3.443158283,0.000574963,0.003807564
LOC108349447,LOC108349447,10.68735352,-1.69349088,0.483141174,-3.717996808,0.000200809,0.001597425
LOC120094557,LOC120094557,14.69048456,-1.692231348,0.481295829,-3.534790361,0.000408099,0.00288281
Trnap-agg_72,Trnap-agg_72,6.516864183,-1.690482222,0.473470051,-4.160654951,3.17E-05,0.000334619
Zcwpw2,Zcwpw2,94.45453012,-1.688663451,0.277934634,-6.069048481,1.29E-09,4.53E-08
Dars1,Dars1,885.150983,-1.688301074,0.262495261,-6.431634917,1.26E-10,5.64E-09
Lpl,Lpl,7.738044612,-1.687786945,0.482081647,-3.532558495,0.000411559,0.002902831
Fos,Fos,1318.617501,-1.687270101,0.294408123,-5.731721003,9.94E-09,2.82E-07
Gal3st3,Gal3st3,31.16341669,-1.687221105,0.462048752,-3.663121194,0.000249161,0.001920276
LOC120096533,LOC120096533,6.358924359,-1.685934849,0.473358317,-4.138846934,3.49E-05,0.000363422
Trnav-aac_2,Trnav-aac_2,6.978843087,-1.685312054,0.473146385,-4.1961896,2.71E-05,0.000294349
Scn2b,Scn2b,286.6844166,-1.683250571,0.21063379,-7.988773422,1.36E-15,1.40E-13
Ccdc187,Ccdc187,32.02956195,-1.683028482,0.43535878,-3.862486218,0.000112239,0.000978029
Trnap-agg_77,Trnap-agg_77,7.659695183,-1.682721266,0.488104753,-3.437288318,0.00058757,0.003873198
Tln1,Tln1,573.351161,-1.682143665,0.252472228,-6.662013121,2.70E-11,1.38E-09
Slc26a5,Slc26a5,10.39691865,-1.681525969,0.48582609,-3.629496193,0.000283975,0.002135339
Dynll2,Dynll2,33415.35928,-1.679532794,0.144358165,-11.63446567,2.75E-31,1.55E-28
Gpr182,Gpr182,8.486992435,-1.679011934,0.487410697,-3.424537446,0.000615847,0.004025256
Spata33,Spata33,96.74805602,-1.678569416,0.304715117,-5.503824981,3.72E-08,9.02E-07
LOC120093687,LOC120093687,6.137597168,-1.677608064,0.473116082,-4.106615388,4.01E-05,0.000408392
Plcb3,Plcb3,61.03729598,-1.67665153,0.417992677,-4.011391235,6.04E-05,0.000579186
LOC120094236,LOC120094236,15.39633465,-1.675839891,0.478282459,-3.518267811,0.000434374,0.003025767
LOC120102483,LOC120102483,16.00705474,-1.675451151,0.486746849,-3.491688738,0.000479977,0.003297598
LOC120101933,LOC120101933,10.86917099,-1.674140917,0.471962568,-4.483319723,7.35E-06,9.45E-05
Il36rn,Il36rn,6.385781402,-1.673696098,0.472830805,-4.131430651,3.61E-05,0.000374299
Cyp26b1,Cyp26b1,386.4326602,-1.673262677,0.269301225,-6.212355628,5.22E-10,2.02E-08
Add2,Add2,86.06604411,-1.671907613,0.338275228,-4.939771321,7.82E-07,1.34E-05
Krt25,Krt25,9.295783571,-1.671399059,0.48310156,-3.443808452,0.000573582,0.003799903
LOC108348536,LOC108348536,14.82052821,-1.671356244,0.465536694,-3.570554018,0.000356227,0.002573244
Nckap1l,Nckap1l,9.379184797,-1.67087326,0.487616623,-3.418855147,0.000628852,0.004092945
LOC108348917,LOC108348917,195.0983937,-1.670249478,0.249513559,-6.690678945,2.22E-11,1.16E-09
Il12b,Il12b,8.19676898,-1.669915234,0.476266902,-3.766877849,0.000165302,0.001353883
Plekha4,Plekha4,267.4387089,-1.669620677,0.248669926,-6.71200354,1.92E-11,1.02E-09
Antxr1,Antxr1,10.40268259,-1.669525685,0.482548774,-3.441369579,0.000578777,0.003828851
Dpep3,Dpep3,6.458045178,-1.669219367,0.483487557,-3.408125503,0.000654108,0.004230598
Cdc73,Cdc73,18.04452916,-1.669032018,0.444638597,-3.738782268,0.000184914,0.001493316
LOC120097032,LOC120097032,11.00236105,-1.668419429,0.487762821,-3.478782169,0.000503698,0.003420018
Synm,Synm,77.39476185,-1.668322187,0.300885715,-5.535964389,3.10E-08,7.64E-07
RGD1560703,RGD1560703,6.032058759,-1.668078544,0.472728745,-4.089458574,4.32E-05,0.000436691
LOC102554981,LOC102554981,7.772387714,-1.667579767,0.472191557,-4.253036805,2.11E-05,0.000237579
LOC499796,LOC499796,5.915350535,-1.667508347,0.478540158,-3.573289794,0.000352524,0.002552463
Kat2b,Kat2b,12.7589893,-1.664478339,0.487575313,-3.438702943,0.000584508,0.003859878
LOC102553574,LOC102553574,6.783882718,-1.663214724,0.476979406,-3.64746015,0.000264845,0.002018507
LOC120099122,LOC120099122,88.59264439,-1.662880542,0.296957125,-5.59329234,2.23E-08,5.75E-07
LOC102548769,LOC102548769,10.50669567,-1.661236456,0.471501334,-4.444715735,8.80E-06,0.000111243
Kctd10,Kctd10,678.6569586,-1.66096,0.177616682,-9.350013471,8.76E-21,1.45E-18
LOC100911806,LOC100911806,5.365566392,-1.659682535,0.472642756,-4.009940984,6.07E-05,0.00058201
Ppfia3,Ppfia3,180.6604089,-1.6595899,0.311165346,-5.331791936,9.72E-08,2.14E-06
RGD1563124,RGD1563124,7.757746379,-1.659294568,0.487612306,-3.388868516,0.000701817,0.004479788
LOC103691302,LOC103691302,6.992824416,-1.657464189,0.472003629,-4.169408561,3.05E-05,0.000324706
Chrm3,Chrm3,74.39487216,-1.657171001,0.333738277,-4.959803185,7.06E-07,1.23E-05
Trnk,Trnk,676.102108,-1.656904131,0.256902114,-6.449072644,1.13E-10,5.06E-09
Ahi1,Ahi1,435.4613599,-1.656414659,0.348533975,-4.754781298,1.99E-06,3.03E-05
LOC100910628,LOC100910628,9.775401124,-1.656060609,0.486738289,-3.465459149,0.000529327,0.003556272
F12,F12,8.137705772,-1.654231352,0.484102621,-3.500083266,0.000465113,0.003206166
Kif4a,Kif4a,60.55573041,-1.653848289,0.307395386,-5.37152086,7.81E-08,1.75E-06
Arl9,Arl9,20.55782287,-1.653838952,0.478733222,-3.495342936,0.000473453,0.003257603
Ago1,Ago1,2583.378699,-1.653449973,0.211641471,-7.812451583,5.61E-15,5.15E-13
Glipr1,Glipr1,9.84529599,-1.653232964,0.480606395,-3.610874279,0.000305167,0.002258062
LOC108352046,LOC108352046,10.19788735,-1.653078381,0.487925423,-3.482504899,0.000496746,0.003388949
Lpar1,Lpar1,27269.36927,-1.65210012,0.238681071,-6.921985769,4.45E-12,2.68E-10
Taf7,Taf7,168.2503695,-1.651976559,0.327510505,-5.044368167,4.55E-07,8.33E-06
LOC120098884,LOC120098884,11.12455477,-1.651863339,0.487803764,-3.518615493,0.000433805,0.003022941
Zwilch,Zwilch,114.8497279,-1.651688885,0.252785733,-6.529060938,6.62E-11,3.13E-09
Safb,Safb,1397.297832,-1.649622247,0.199543084,-8.266696009,1.38E-16,1.59E-14
LOC120094708,LOC120094708,23.01966693,-1.649228352,0.414247114,-3.963933487,7.37E-05,0.000688358
LOC108350383,LOC108350383,13.78986284,-1.648721471,0.46690809,-3.520370816,0.000430944,0.003005524
Ccar2,Ccar2,18.69684398,-1.64850951,0.453329875,-3.625291609,0.000288636,0.002164242
Nom1,Nom1,343.4218547,-1.647390135,0.250150289,-6.584806263,4.55E-11,2.24E-09
Arfgef3,Arfgef3,6.991419236,-1.647103779,0.471560151,-4.159735466,3.19E-05,0.000335497
LOC120095074,LOC120095074,11.38731354,-1.645451831,0.487764504,-3.4256458,0.00061334,0.004015945
LOC108350387,LOC108350387,5.73924275,-1.645358474,0.479335821,-3.55780864,0.000373962,0.002679432
LOC102547185,LOC102547185,18.04628104,-1.644733155,0.464379042,-3.52333075,0.000426159,0.002978019
Cdx1,Cdx1,5.688924354,-1.644263339,0.47748655,-3.523184169,0.000426395,0.002978019
LOC120099735,LOC120099735,13.62290164,-1.644183437,0.469364315,-3.486004771,0.000490292,0.003354793
LOC120099989,LOC120099989,37.69217863,-1.642998472,0.442899149,-3.722581607,0.000197196,0.001574767
Mecom,Mecom,5.731865184,-1.641642415,0.471714318,-4.031451509,5.54E-05,0.000539581
LOC684976,LOC684976,6.672027465,-1.641211225,0.484184432,-3.364863797,0.000765815,0.004813728
LOC102549759,LOC102549759,17.39192518,-1.639634271,0.468540067,-3.514739801,0.000440185,0.00305933
Trnc,Trnc,53.72848743,-1.639615062,0.434844432,-3.781614523,0.000155815,0.001288701
LOC102555601,LOC102555601,5.633897597,-1.639460174,0.477425056,-3.511679355,0.000445285,0.003091321
LOC108352710,LOC108352710,5.816466835,-1.639352088,0.471569811,-4.03930028,5.36E-05,0.000523214
Ceacam9,Ceacam9,36.998852,-1.638638535,0.375449262,-4.352252409,1.35E-05,0.000160578
LOC100910201,LOC100910201,46.61687197,-1.63790817,0.375559532,-4.357964241,1.31E-05,0.000157697
Dnmt3l,Dnmt3l,47.68515767,-1.635067699,0.396615519,-4.119622888,3.79E-05,0.000389032
LOC120093624,LOC120093624,9.619197263,-1.634411741,0.488046003,-3.366290972,0.000761863,0.004793817
Gda,Gda,78.95404448,-1.633743785,0.402232376,-4.064621917,4.81E-05,0.000476555
LOC120100653,LOC120100653,6.456924609,-1.633503356,0.476139076,-3.590796363,0.000329669,0.002415273
Ap2b1,Ap2b1,426.87038,-1.633168679,0.249719031,-6.539576376,6.17E-11,2.94E-09
Pten,Pten,8.979621785,-1.632998653,0.487652939,-3.391225376,0.000695809,0.004452166
LOC120101537,LOC120101537,10.30046486,-1.632636522,0.488104991,-3.419388778,0.00062762,0.004087796
LOC102555240,LOC102555240,39.27621656,-1.630377586,0.364781976,-4.460166074,8.19E-06,0.000104371
LOC103691708,LOC103691708,23.10737612,-1.63033546,0.482882742,-3.832784099,0.000126701,0.001087191
LOC120100675,LOC120100675,6.911425199,-1.629790288,0.470788566,-4.140955572,3.46E-05,0.000360299
LOC102552372,LOC102552372,8.917537035,-1.629137271,0.488103618,-3.35459008,0.000794827,0.004972946
Prlh,Prlh,12.1580907,-1.627880587,0.480938092,-3.724194039,0.00019594,0.001566086
LOC108350462,LOC108350462,17.41609259,-1.627321227,0.487597703,-3.45075491,0.000559021,0.003723393
LOC120103581,LOC120103581,77.64291135,-1.627272737,0.327778357,-4.958292385,7.11E-07,1.24E-05
Nefl,Nefl,28.69316948,-1.626848957,0.43437654,-3.735348789,0.000187455,0.001509328
LOC120103303,LOC120103303,6.057510622,-1.626705082,0.470903858,-4.054314597,5.03E-05,0.000495151
LOC103692550,LOC103692550,21.71955536,-1.620635607,0.446620726,-3.614960858,0.000300393,0.002228967
LOC120097011,LOC120097011,15.63042828,-1.62056364,0.475819123,-3.424868207,0.000615098,0.004023274
LOC102549184,LOC102549184,16.02825606,-1.619511783,0.485562472,-3.406726253,0.00065747,0.00424642
LOC679565,LOC679565,5.84808434,-1.618460188,0.476275681,-3.515810349,0.000438414,0.003049702
Ankrd55,Ankrd55,12.02115823,-1.617684517,0.488103505,-3.422684918,0.000620059,0.004044233
LOC103691475,LOC103691475,75.09434377,-1.617478034,0.368721464,-4.387776376,1.15E-05,0.000139793
LOC108349532,LOC108349532,293.3778238,-1.614709808,0.222059398,-7.269466971,3.61E-13,2.55E-11
Ddx52,Ddx52,253.0963202,-1.613784724,0.277058671,-5.824096605,5.74E-09,1.72E-07
Ak1,Ak1,59.69384022,-1.61329898,0.328343,-4.905983545,9.30E-07,1.55E-05
LOC120097091,LOC120097091,10.19750562,-1.60974561,0.483342239,-3.527026564,0.000420255,0.002947345
LOC102546488,LOC102546488,13.82785632,-1.609275273,0.468321395,-3.414774988,0.000638347,0.004147468
LOC500354,LOC500354,10.19551294,-1.608802476,0.488054382,-3.346644626,0.00081796,0.005089742
LOC102557053,LOC102557053,7.384667581,-1.608377591,0.469737272,-4.160593413,3.17E-05,0.000334619
Bccip,Bccip,965.1218506,-1.607877903,0.222836883,-7.215270644,5.38E-13,3.74E-11
Trnap-ggg,Trnap-ggg,24.55305858,-1.60590972,0.429095782,-3.736168063,0.000186846,0.001505075
LOC120094949,LOC120094949,9.138284466,-1.605635533,0.487885841,-3.30198044,0.000960048,0.005821505
Trim41,Trim41,2816.04324,-1.604923945,0.166263826,-9.652694314,4.79E-22,9.65E-20
LOC108351742,LOC108351742,5.545848154,-1.604835486,0.470120412,-3.974788691,7.04E-05,0.000661703
LOC102547858,LOC102547858,11.29019698,-1.603158851,0.468929729,-4.442621659,8.89E-06,0.000112102
Dand5,Dand5,10.27520626,-1.602773478,0.487966294,-3.369745468,0.000752376,0.004751811
LOC120094639,LOC120094639,5.38125362,-1.601358913,0.476682508,-3.458563575,0.000543064,0.00363015
Trnas-aga_28,Trnas-aga_28,5.922005245,-1.601042997,0.469816559,-4.010654558,6.06E-05,0.000580554
Usp6nl,Usp6nl,1048.39415,-1.600895906,0.242767958,-6.594161446,4.28E-11,2.11E-09
Rpl14,Rpl14,619.1998662,-1.598214156,0.228468744,-6.994725771,2.66E-12,1.66E-10
LOC102555378,LOC102555378,6.745366793,-1.598137503,0.485961366,-3.27852531,0.00104351,0.006201032
LOC102552867,LOC102552867,38.63893778,-1.597431781,0.358701538,-4.440996145,8.95E-06,0.000112775
LOC120094112,LOC120094112,8.074273514,-1.597256484,0.488075276,-3.294947192,0.000984402,0.005927247
Unc5d,Unc5d,14.37257677,-1.596486154,0.487509247,-3.339278685,0.000839963,0.005203951
Epb41l5,Epb41l5,6.896796518,-1.596342341,0.487989828,-3.233663848,0.001222132,0.007070825
Arpp19,Arpp19,4296.48107,-1.594326323,0.175256322,-9.097021725,9.28E-20,1.37E-17
LOC120100830,LOC120100830,5.514708641,-1.5936725,0.486069056,-3.218174431,0.001290093,0.007397094
LOC108351529,LOC108351529,120.3450948,-1.593271422,0.299984949,-5.30884974,1.10E-07,2.40E-06
Ccdc168,Ccdc168,8.377953472,-1.593104229,0.488072569,-3.268649822,0.00108062,0.006379474
Cenpo,Cenpo,48.98257407,-1.590295385,0.369697725,-4.29457339,1.75E-05,0.000202469
Slc24a5,Slc24a5,5.243029237,-1.589777139,0.469497862,-3.928734948,8.54E-05,0.000776967
Atp2b3,Atp2b3,7.980768269,-1.589569937,0.48733984,-3.232968244,0.001225112,0.007077787
Rad50,Rad50,180.7708387,-1.587463756,0.286964154,-5.531259389,3.18E-08,7.82E-07
Exoc8,Exoc8,17.55633022,-1.586843865,0.470396257,-3.387344844,0.000705726,0.00449855
RGD1306750,RGD1306750,7.169075657,-1.586542039,0.468779181,-4.120285429,3.78E-05,0.000388739
LOC108353382,LOC108353382,8.459945465,-1.586211891,0.485426874,-3.38861381,0.000702469,0.004482408
Sirpb2,Sirpb2,11.51027775,-1.586017511,0.483072803,-3.288950236,0.001005618,0.006026691
LOC108349943,LOC108349943,5.178144182,-1.583638438,0.469244067,-3.913599017,9.09E-05,0.000818508
LOC120097070,LOC120097070,24.42935336,-1.582888243,0.423866479,-3.728269356,0.000192799,0.001544309
Gypa,Gypa,7.737471935,-1.582263729,0.477614194,-3.424608617,0.000615686,0.004025256
LOC120102870,LOC120102870,10.660433,-1.581932791,0.487992017,-3.320696282,0.000897932,0.005506069
Mobp,Mobp,150.2643453,-1.580394265,0.27792642,-5.682720358,1.33E-08,3.64E-07
Nphs1,Nphs1,6.862714264,-1.580041886,0.482642058,-3.311608155,0.000927614,0.005658111
LOC103691871,LOC103691871,16.36779826,-1.579723284,0.4683753,-3.366119435,0.000762337,0.00479512
