GENE,SNP,baseMean,EFFECTSIZE,lfcSE,stat,pvalue,P
C5ar1,C5ar1,17.50723103,-2.574196853,0.484119131,-5.051539414,4.38E-07,8.07E-06
LOC108350241,LOC108350241,13.93625442,-2.572388839,0.480282672,-4.958111655,7.12E-07,1.24E-05
LOC120101725,LOC120101725,22.50812392,-2.571752112,0.455597473,-5.512040157,3.55E-08,8.64E-07
Abca14,Abca14,12.29350575,-2.571351748,0.488105331,-5.297059173,1.18E-07,2.54E-06
Acin1,Acin1,1142.560426,-2.571212373,0.316623941,-8.122871585,4.55E-16,5.00E-14
Palld,Palld,325.4553159,-2.564793588,0.24320452,-10.531674,6.17E-26,1.97E-23
LOC120094379,LOC120094379,25.58027778,-2.559164772,0.460953713,-5.469054579,4.52E-08,1.07E-06
Kif1c,Kif1c,13970.43037,-2.556311995,0.191328531,-13.36062291,1.03E-40,1.59E-37
Grin2b,Grin2b,41.29831806,-2.554591016,0.409559372,-6.173029249,6.70E-10,2.53E-08
LOC120095071,LOC120095071,11.87708854,-2.551603388,0.487613859,-4.681856743,2.84E-06,4.12E-05
Top2b,Top2b,262.6833456,-2.542564421,0.358658901,-7.089608075,1.34E-12,8.72E-11
mt-Rnr2,mt-Rnr2,99660.00726,-2.540065809,0.264448247,-9.606608751,7.50E-22,1.45E-19
LOC120100196,LOC120100196,15.46924793,-2.538607803,0.488020944,-5.42039355,5.95E-08,1.37E-06
LOC108348923,LOC108348923,11.4579951,-2.53852634,0.488101625,-5.228389995,1.71E-07,3.55E-06
Nes,Nes,924.8026493,-2.534726314,0.234586449,-10.80065976,3.42E-27,1.29E-24
LOC120100417,LOC120100417,11.72006815,-2.529091654,0.48809007,-5.234984745,1.65E-07,3.44E-06
LOC103694782,LOC103694782,15.29231436,-2.525423322,0.487104688,-4.707913288,2.50E-06,3.70E-05
LOC102556609,LOC102556609,14.26132161,-2.517584693,0.485066587,-4.809311686,1.51E-06,2.39E-05
LOC120103562,LOC120103562,16.13000067,-2.513654171,0.471764616,-5.109500086,3.23E-07,6.20E-06
LOC103692198,LOC103692198,10.93817908,-2.513381152,0.488086189,-5.181431946,2.20E-07,4.42E-06
Gad2,Gad2,33.72960527,-2.512595365,0.431738026,-5.741199897,9.40E-09,2.69E-07
Eif3a,Eif3a,16419.71959,-2.511666448,0.183881866,-13.65899052,1.78E-42,3.31E-39
LOC102549886,LOC102549886,22.58721667,-2.511604336,0.482367984,-5.201325876,1.98E-07,4.02E-06
Hmgn5,Hmgn5,108.2803391,-2.51025783,0.310253249,-8.056260778,7.87E-16,8.38E-14
Cul4a,Cul4a,46.87556746,-2.507527778,0.385023074,-6.442934308,1.17E-10,5.26E-09
LOC102556502,LOC102556502,10.35851599,-2.505335665,0.487691935,-4.560415461,5.11E-06,6.87E-05
Fnbp1,Fnbp1,30.29101037,-2.503407714,0.427456605,-5.771466276,7.86E-09,2.28E-07
LOC108352144,LOC108352144,14.32935749,-2.502234604,0.481032751,-4.891231323,1.00E-06,1.66E-05
LOC120095426,LOC120095426,22.2658686,-2.50159814,0.482633806,-5.136856576,2.79E-07,5.41E-06
LOC120098829,LOC120098829,20.71580161,-2.496887186,0.472105472,-5.194399915,2.05E-07,4.15E-06
LOC108348758,LOC108348758,10.36507111,-2.494729845,0.48739954,-4.574447279,4.77E-06,6.48E-05
LOC102546375,LOC102546375,10.50388082,-2.49365837,0.486123538,-4.425237812,9.63E-06,0.000120375
Prox1,Prox1,26.10435812,-2.492171136,0.44757044,-5.482968331,4.18E-08,1.01E-06
Lbh,Lbh,1175.745153,-2.489755405,0.347443677,-7.172239897,7.38E-13,5.03E-11
Sdr9c7,Sdr9c7,36.87757356,-2.489400086,0.462226096,-5.409234787,6.33E-08,1.45E-06
Mcpt1l3,Mcpt1l3,12.16251548,-2.488028496,0.487993468,-5.226408296,1.73E-07,3.58E-06
LOC102550858,LOC102550858,52.7364829,-2.481212298,0.378075736,-6.507495304,7.64E-11,3.55E-09
LOC100360453,LOC100360453,19.71515974,-2.477476127,0.471949194,-5.139066889,2.76E-07,5.38E-06
LOC120100392,LOC120100392,16.68570958,-2.472724964,0.478592556,-5.00533233,5.58E-07,9.94E-06
LOC120094927,LOC120094927,9.801254691,-2.469666884,0.488044195,-5.082446801,3.73E-07,7.04E-06
Tenm2,Tenm2,24.10516823,-2.464463367,0.447136881,-5.404308074,6.51E-08,1.48E-06
LOC120101091,LOC120101091,11.03418882,-2.463450435,0.487756146,-4.587693562,4.48E-06,6.14E-05
LOC108351161,LOC108351161,10.04904685,-2.46155773,0.488017046,-5.088613358,3.61E-07,6.82E-06
LOC691797,LOC691797,16.36385009,-2.459235397,0.477185409,-4.970399526,6.68E-07,1.17E-05
LOC102548586,LOC102548586,18.27056823,-2.457720658,0.484121338,-4.982502599,6.28E-07,1.10E-05
Cideb,Cideb,25.5035695,-2.456418365,0.452421029,-5.36235712,8.21E-08,1.83E-06
LOC120095616,LOC120095616,104.0708647,-2.454786097,0.383196336,-6.39648224,1.59E-10,6.94E-09
Rab13,Rab13,3108.401237,-2.454158546,0.252453723,-9.720974192,2.45E-22,5.29E-20
Ly49si2,Ly49si2,13.30656809,-2.444215459,0.480603802,-4.796570607,1.61E-06,2.53E-05
Ak8,Ak8,104.9013005,-2.44191859,0.349182768,-6.972933742,3.10E-12,1.90E-10
LOC108349475,LOC108349475,51.85888414,-2.437324072,0.358081006,-6.750359546,1.47E-11,7.95E-10
Ca5a,Ca5a,12.05061043,-2.436289548,0.48670055,-4.514009604,6.36E-06,8.36E-05
LOC102555173,LOC102555173,15.0008392,-2.435697847,0.474923406,-4.92015323,8.65E-07,1.46E-05
LOC120097751,LOC120097751,11.10738238,-2.432787393,0.487840326,-5.128177677,2.93E-07,5.65E-06
LOC102549983,LOC102549983,10.55939665,-2.432375091,0.487872807,-5.097964693,3.43E-07,6.54E-06
LOC120094556,LOC120094556,11.77032337,-2.431334356,0.477543604,-4.750111573,2.03E-06,3.09E-05
LOC102555822,LOC102555822,30.32876299,-2.425594498,0.483220561,-5.169081922,2.35E-07,4.68E-06
LOC120098409,LOC120098409,10.91904189,-2.424762894,0.487104438,-4.391280995,1.13E-05,0.000137922
Dync1li2,Dync1li2,12365.66322,-2.424373428,0.182312661,-13.29767044,2.39E-40,3.16E-37
Trnaa-ggc_5,Trnaa-ggc_5,16.0725385,-2.423603473,0.462656432,-5.047267961,4.48E-07,8.21E-06
Lnc012,Lnc012,9.757398903,-2.421058203,0.487894853,-5.038533427,4.69E-07,8.56E-06
LOC108352130,LOC108352130,16.40868632,-2.418148114,0.484062592,-4.860150098,1.17E-06,1.92E-05
LOC120097963,LOC120097963,11.92458162,-2.41678621,0.487700732,-5.160071413,2.47E-07,4.89E-06
LOC120095011,LOC120095011,35.34676191,-2.4164499,0.487004184,-5.27967243,1.29E-07,2.77E-06
LOC120102055,LOC120102055,14.5542789,-2.416150267,0.479363748,-4.831466579,1.36E-06,2.17E-05
LOC120098045,LOC120098045,22.47906116,-2.414449766,0.485177203,-5.033073188,4.83E-07,8.77E-06
LOC120095184,LOC120095184,13.77110425,-2.413613066,0.472881221,-4.86785465,1.13E-06,1.85E-05
LOC108352313,LOC108352313,13.16713693,-2.411010521,0.487582092,-5.21850784,1.80E-07,3.71E-06
Rpl22,Rpl22,114.9503601,-2.408705124,0.319828885,-7.504928984,6.15E-14,4.87E-12
LOC120095892,LOC120095892,24.2047068,-2.406485307,0.448996705,-5.266969734,1.39E-07,2.95E-06
LOC103691446,LOC103691446,16.86172037,-2.406417351,0.475837718,-4.9195337,8.68E-07,1.46E-05
Kpnb1,Kpnb1,120.8307879,-2.400816507,0.264382647,-9.048952037,1.44E-19,2.06E-17
Tsnaxip1,Tsnaxip1,18.6589875,-2.400600175,0.448184766,-5.207360352,1.92E-07,3.92E-06
R3hcc1,R3hcc1,607.6026831,-2.395009438,0.195129629,-12.26660539,1.37E-34,1.21E-31
LOC120094958,LOC120094958,14.98346993,-2.38397611,0.485559563,-4.753150659,2.00E-06,3.05E-05
Trim56,Trim56,1707.602116,-2.383837701,0.176534399,-13.50084293,1.55E-41,2.61E-38
LOC102556133,LOC102556133,9.822521078,-2.38202797,0.487970623,-4.459422723,8.22E-06,0.000104662
Ybx1,Ybx1,2420.927408,-2.379757065,0.248106356,-9.591209542,8.71E-22,1.65E-19
LOC120100952,LOC120100952,51.41556194,-2.378810001,0.424508751,-5.590012525,2.27E-08,5.84E-07
LOC102548890,LOC102548890,9.622379263,-2.376717055,0.488070742,-4.425518544,9.62E-06,0.000120299
RGD1560633,RGD1560633,19.14877551,-2.376225168,0.487045354,-4.893936254,9.88E-07,1.64E-05
Ankrd30a,Ankrd30a,12.61191823,-2.375701421,0.487387934,-5.162644033,2.43E-07,4.83E-06
Bpifb5,Bpifb5,14.24183983,-2.371440534,0.487859267,-4.564519135,5.01E-06,6.78E-05
LOC120095608,LOC120095608,9.127621877,-2.370750459,0.487696669,-4.958408042,7.11E-07,1.24E-05
LOC102547107,LOC102547107,23.28578819,-2.370123466,0.448050622,-5.214227974,1.85E-07,3.79E-06
LOC120099724,LOC120099724,21.27821944,-2.368312573,0.484860709,-4.948066698,7.50E-07,1.30E-05
LOC103693043,LOC103693043,10.1913006,-2.365293535,0.487548462,-5.019046932,5.19E-07,9.37E-06
LOC102554047,LOC102554047,19.45734466,-2.362459264,0.485698385,-4.856843392,1.19E-06,1.95E-05
LOC108353080,LOC108353080,10.17881696,-2.361139696,0.487510453,-5.016885849,5.25E-07,9.45E-06
LOC120102022,LOC120102022,9.172790336,-2.356763568,0.487597449,-4.950760526,7.39E-07,1.28E-05
LOC108348898,LOC108348898,12.45416343,-2.354623422,0.487237675,-5.138313962,2.77E-07,5.39E-06
Sla2,Sla2,15.06719261,-2.354508538,0.487999808,-4.58515234,4.54E-06,6.19E-05
Fubp3,Fubp3,124.1705532,-2.349925725,0.293274048,-7.991753257,1.33E-15,1.38E-13
Dcaf1,Dcaf1,86.66232057,-2.348804992,0.348015947,-6.728375986,1.72E-11,9.14E-10
LOC102548249,LOC102548249,15.54097283,-2.346606199,0.48595454,-4.738459174,2.15E-06,3.25E-05
Eif4e2,Eif4e2,167.4149678,-2.345597649,0.236571638,-9.891760169,4.52E-23,1.03E-20
LOC120094119,LOC120094119,82.45031654,-2.341104152,0.30535247,-7.633537379,2.28E-14,1.91E-12
Chrna10,Chrna10,25.41166984,-2.340103969,0.420132341,-5.471662039,4.46E-08,1.06E-06
Anln,Anln,29.81736629,-2.339832049,0.412161052,-5.599755701,2.15E-08,5.60E-07
Tnfrsf8,Tnfrsf8,26.78747162,-2.339239249,0.468797758,-4.998345783,5.78E-07,1.03E-05
LOC120102349,LOC120102349,9.617863004,-2.338523438,0.487422253,-4.962222313,6.97E-07,1.22E-05
LOC103694041,LOC103694041,10.98548266,-2.337412666,0.488027608,-4.473038239,7.71E-06,9.88E-05
Trnm,Trnm,562.8060911,-2.335045853,0.341712446,-6.836097278,8.14E-12,4.59E-10
LOC120096909,LOC120096909,12.63382647,-2.333478841,0.48806141,-4.401627123,1.07E-05,0.000132291
Ndufaf2,Ndufaf2,236.1280181,-2.330885832,0.312805551,-7.445596391,9.65E-14,7.46E-12
Ackr4,Ackr4,14.0465759,-2.328331101,0.473705486,-4.738007983,2.16E-06,3.25E-05
Pink1,Pink1,904.9227804,-2.32692254,0.188422338,-12.34487854,5.19E-35,4.81E-32
LOC108352557,LOC108352557,16.2235356,-2.326814502,0.47992223,-4.766820016,1.87E-06,2.89E-05
Samd4a,Samd4a,825.800144,-2.325585583,0.222967582,-10.42655585,1.88E-25,5.43E-23
Klf13,Klf13,213.043492,-2.323801276,0.353652489,-6.56957835,5.05E-11,2.46E-09
LOC102546657,LOC102546657,12.95347204,-2.312471384,0.482126719,-4.627354668,3.70E-06,5.20E-05
Asprv1,Asprv1,9.129027057,-2.306998437,0.487226297,-4.90575616,9.31E-07,1.55E-05
Zfp385b,Zfp385b,19.10753696,-2.306352075,0.475566787,-4.806458667,1.54E-06,2.42E-05
Ptprg,Ptprg,24.36921776,-2.303910383,0.411777353,-5.499542669,3.81E-08,9.21E-07
LOC120102645,LOC120102645,10.43199878,-2.303779255,0.487788472,-4.274146373,1.92E-05,0.000219003
LOC102547510,LOC102547510,10.8698429,-2.301800463,0.487998198,-4.282760786,1.85E-05,0.000211311
Kif13b,Kif13b,36.52468358,-2.300575363,0.371476618,-6.123249426,9.17E-10,3.35E-08
LOC120094495,LOC120094495,13.62672761,-2.298774765,0.487853918,-4.60459313,4.13E-06,5.73E-05
LOC108349679,LOC108349679,25.58733314,-2.295354478,0.432056013,-5.247025842,1.55E-07,3.25E-06
Trnaa-agc_77,Trnaa-agc_77,33.94057439,-2.289061843,0.4244212,-5.347839243,8.90E-08,1.97E-06
Trnaa-agc_60,Trnaa-agc_60,19.75924598,-2.289046339,0.450730998,-4.983866841,6.23E-07,1.10E-05
Bc1,Bc1,3000.028724,-2.288524365,0.359356419,-6.375836356,1.82E-10,7.79E-09
LOC108350515,LOC108350515,11.08455586,-2.287308269,0.486770436,-5.009099652,5.47E-07,9.80E-06
Ttf1,Ttf1,148.5327975,-2.279867285,0.323292382,-7.042738073,1.88E-12,1.20E-10
Myh10,Myh10,668.3713052,-2.278309181,0.194417792,-11.71363201,1.09E-31,6.71E-29
LOC108352797,LOC108352797,11.99501692,-2.274880927,0.48651082,-5.053007236,4.35E-07,8.02E-06
Cep164,Cep164,513.1143008,-2.274452943,0.245220672,-9.271034982,1.84E-20,2.97E-18
LOC120101618,LOC120101618,43.55819029,-2.273273947,0.456385791,-5.007034629,5.53E-07,9.86E-06
LOC120103473,LOC120103473,13.06799795,-2.27327063,0.484978541,-4.531893086,5.85E-06,7.76E-05
Gata3,Gata3,166.5465562,-2.269055874,0.384969153,-5.899590666,3.64E-09,1.14E-07
LOC120102498,LOC120102498,50.53062966,-2.266721719,0.359882396,-6.253592743,4.01E-10,1.59E-08
LOC102554284,LOC102554284,23.9207575,-2.265719016,0.454721731,-4.932916174,8.10E-07,1.38E-05
LOC120096294,LOC120096294,23.71933091,-2.265684042,0.421077568,-5.296156058,1.18E-07,2.55E-06
LOC120097416,LOC120097416,8.469675137,-2.265588535,0.486937197,-4.827500439,1.38E-06,2.21E-05
LOC108352070,LOC108352070,14.58171535,-2.265576904,0.478268566,-4.614037317,3.95E-06,5.51E-05
Fgr,Fgr,36.55303462,-2.262748006,0.40497631,-5.54470143,2.94E-08,7.31E-07
Mylk3,Mylk3,296.5914471,-2.262532974,0.231734717,-9.754514754,1.76E-22,3.99E-20
LOC120095187,LOC120095187,17.59070364,-2.262083329,0.480530704,-4.631644673,3.63E-06,5.12E-05
LOC108350931,LOC108350931,8.619069334,-2.258015447,0.486825259,-4.832008551,1.35E-06,2.17E-05
G6pc2,G6pc2,10.52859385,-2.256583443,0.487183566,-4.335644393,1.45E-05,0.00017148
Anp32a,Anp32a,2082.34432,-2.254287579,0.254691006,-8.850563576,8.71E-19,1.19E-16
Cracd,Cracd,400.5459459,-2.25345193,0.213908917,-10.52680927,6.50E-26,2.04E-23
Rpl6,Rpl6,3959.444387,-2.253293219,0.253535607,-8.887749086,6.24E-19,8.57E-17
LOC108348854,LOC108348854,8.871377754,-2.251553468,0.487991387,-4.28340305,1.84E-05,0.000211275
LOC120095702,LOC120095702,19.07623462,-2.251220319,0.4723331,-4.74012122,2.14E-06,3.22E-05
LOC108348411,LOC108348411,8.934857629,-2.249972599,0.48797229,-4.28750895,1.81E-05,0.000208235
LOC120103529,LOC120103529,8.820380364,-2.246849235,0.48668276,-4.834245904,1.34E-06,2.15E-05
LOC108353065,LOC108353065,13.88884235,-2.246213269,0.482305647,-4.564294017,5.01E-06,6.78E-05
Slc38a4,Slc38a4,13.98625987,-2.245958493,0.475962675,-4.598510854,4.26E-06,5.88E-05
Trnap-agg_60,Trnap-agg_60,13.1563953,-2.243261591,0.484375906,-4.523607691,6.08E-06,8.03E-05
Kremen2,Kremen2,11.68178819,-2.243098832,0.487623716,-4.38118795,1.18E-05,0.00014371
LOC102553989,LOC102553989,31.74433076,-2.241816743,0.397014337,-5.587902638,2.30E-08,5.89E-07
Slc24a1,Slc24a1,12.13060113,-2.240429459,0.483833867,-4.474040567,7.68E-06,9.85E-05
LOC120093293,LOC120093293,25.30306049,-2.240344612,0.483195252,-4.758625108,1.95E-06,2.98E-05
Rps23,Rps23,114.1449974,-2.239450067,0.302699598,-7.379520108,1.59E-13,1.17E-11
Kif5b,Kif5b,8701.160243,-2.237559584,0.150792407,-14.83825277,8.29E-50,2.56E-46
Tppp2,Tppp2,9.634516137,-2.233446486,0.487987007,-4.165076348,3.11E-05,0.000329234
LOC102549893,LOC102549893,37.6145415,-2.230263009,0.398681485,-5.549630406,2.86E-08,7.15E-07
Lbp,Lbp,9.601923827,-2.228612421,0.487983004,-4.156704529,3.23E-05,0.000338631
LOC120094446,LOC120094446,8.152575326,-2.228241998,0.486597004,-4.772426414,1.82E-06,2.82E-05
Chd5,Chd5,142.4608918,-2.227717052,0.349971247,-6.358046592,2.04E-10,8.67E-09
Trns1,Trns1,148.8632951,-2.226092497,0.364151834,-6.10498988,1.03E-09,3.71E-08
LOC108352202,LOC108352202,20.64787765,-2.223749609,0.439905092,-4.978682457,6.40E-07,1.13E-05
LOC120103130,LOC120103130,10.67222011,-2.220133008,0.487763991,-4.392262131,1.12E-05,0.000137551
Sox14,Sox14,15.77989082,-2.219914682,0.486164962,-4.542258382,5.57E-06,7.42E-05
LOC120102985,LOC120102985,30.04752797,-2.219648153,0.395594748,-5.54904598,2.87E-08,7.17E-07
RGD1561034,RGD1561034,8.020179873,-2.217414147,0.486489108,-4.754296566,1.99E-06,3.03E-05
Treh,Treh,8.344513795,-2.217403711,0.487915745,-4.222777692,2.41E-05,0.000266504
Eif1ax,Eif1ax,174.4889345,-2.216223259,0.284173202,-7.788822064,6.76E-15,6.09E-13
Ccdc171,Ccdc171,57.59616388,-2.215953534,0.351794826,-6.26539112,3.72E-10,1.49E-08
LOC103694260,LOC103694260,19.25985598,-2.215298502,0.462228307,-4.727612766,2.27E-06,3.41E-05
LOC108352304,LOC108352304,9.433550719,-2.214832787,0.486154303,-4.851878444,1.22E-06,1.99E-05
Adgrf5,Adgrf5,25.35483614,-2.211370856,0.435755003,-5.026439247,5.00E-07,9.05E-06
LOC102555396,LOC102555396,11.70816392,-2.210517125,0.488016159,-4.249485788,2.14E-05,0.000240354
Tnfrsf18,Tnfrsf18,35.13277237,-2.209697773,0.37668948,-5.810092089,6.24E-09,1.85E-07
LOC120100025,LOC120100025,16.9797245,-2.209660773,0.486238317,-4.541063264,5.60E-06,7.46E-05
Mis12,Mis12,317.8094792,-2.203644359,0.292096548,-7.540767394,4.67E-14,3.78E-12
LOC120096894,LOC120096894,18.98071105,-2.202890872,0.454441251,-4.760313345,1.93E-06,2.96E-05
Prob1,Prob1,106.5944516,-2.202073222,0.318181007,-6.904668032,5.03E-12,2.97E-10
Trak2,Trak2,2305.545675,-2.199336077,0.185062194,-11.88293738,1.45E-32,1.04E-29
Fndc9,Fndc9,12.48236478,-2.198681529,0.482252317,-4.443088993,8.87E-06,0.000111935
Gfap,Gfap,92903.80146,-2.196515421,0.243883692,-9.006978747,2.12E-19,3.00E-17
LOC120103122,LOC120103122,19.7405391,-2.195158088,0.478149884,-4.601229755,4.20E-06,5.82E-05
Anp32b,Anp32b,9128.639747,-2.186702795,0.1563015,-13.98994777,1.80E-44,4.16E-41
Colq,Colq,351.0262088,-2.184831644,0.263417197,-8.289792414,1.13E-16,1.34E-14
LOC120101776,LOC120101776,10.53432651,-2.183800017,0.488088279,-4.205591597,2.60E-05,0.000284314
Trnv,Trnv,93.31455819,-2.180328995,0.466406501,-4.760514884,1.93E-06,2.96E-05
LOC120093804,LOC120093804,37.25867992,-2.174705436,0.427675179,-5.050256963,4.41E-07,8.12E-06
LOC102550919,LOC102550919,17.30560125,-2.171104494,0.453021741,-4.714477168,2.42E-06,3.60E-05
Top2a,Top2a,454.2187451,-2.169478201,0.273659296,-7.924821128,2.28E-15,2.27E-13
Esyt3,Esyt3,8.365449398,-2.167097917,0.485718198,-4.73755388,2.16E-06,3.26E-05
LOC102549552,LOC102549552,11.17618947,-2.167025114,0.487833239,-4.288866936,1.80E-05,0.000207095
Dio2,Dio2,349.2831658,-2.161507496,0.199381888,-10.83252519,2.41E-27,9.33E-25
Chmp3,Chmp3,1653.148546,-2.159502819,0.216701472,-9.964276592,2.18E-23,5.13E-21
LOC120095668,LOC120095668,42.69970328,-2.159030473,0.463530994,-4.688289489,2.75E-06,4.02E-05
LOC120099705,LOC120099705,15.22993834,-2.157486101,0.476146361,-4.463341459,8.07E-06,0.000102932
LOC120099214,LOC120099214,22.35452526,-2.154185092,0.48779588,-4.647790982,3.36E-06,4.79E-05
LOC108351412,LOC108351412,12.38606255,-2.152389428,0.487828032,-4.321689476,1.55E-05,0.000181605
LOC120097772,LOC120097772,9.495559639,-2.146025012,0.485995705,-4.197020019,2.70E-05,0.000293803
LOC102549141,LOC102549141,29.25686952,-2.140992349,0.440260734,-4.838060703,1.31E-06,2.11E-05
Chd3,Chd3,2280.326613,-2.140876543,0.163055038,-13.12853972,2.26E-39,2.62E-36
Thoc5,Thoc5,38.08800861,-2.140214657,0.47269073,-4.608485874,4.06E-06,5.64E-05
Map2k7,Map2k7,745.1672855,-2.139131196,0.19960623,-10.71304538,8.84E-27,3.15E-24
LOC108350678,LOC108350678,9.774490158,-2.13725127,0.484951597,-4.809569268,1.51E-06,2.39E-05
Nbeal1,Nbeal1,544.4255767,-2.133795591,0.270857337,-7.876278635,3.37E-15,3.21E-13
Ly49i3,Ly49i3,11.30146046,-2.133519887,0.484654164,-4.89793417,9.68E-07,1.61E-05
LOC689268,LOC689268,21.7641459,-2.132955124,0.437556672,-4.812610295,1.49E-06,2.36E-05
Slc26a3,Slc26a3,12.70055041,-2.132408648,0.484439918,-4.975968067,6.49E-07,1.14E-05
Cbx5,Cbx5,2769.453802,-2.131058653,0.212208437,-10.04175261,9.99E-24,2.50E-21
LOC120095249,LOC120095249,88.34775696,-2.129165802,0.355799337,-5.969917304,2.37E-09,7.85E-08
LOC102548671,LOC102548671,31.49914499,-2.129126889,0.397926444,-5.305366904,1.12E-07,2.44E-06
LOC120097934,LOC120097934,103.4550418,-2.127582312,0.355074857,-5.985323797,2.16E-09,7.19E-08
LOC120102988,LOC120102988,59.93928054,-2.126954683,0.380991038,-5.56572488,2.61E-08,6.61E-07
LOC120093613,LOC120093613,30.03576906,-2.126612523,0.418239451,-5.053043679,4.35E-07,8.02E-06
Trnav-aac_4,Trnav-aac_4,10.71956974,-2.125419997,0.484610021,-4.856380294,1.20E-06,1.95E-05
LOC120099663,LOC120099663,10.57469065,-2.123126225,0.484578286,-4.847778998,1.25E-06,2.03E-05
LOC102548067,LOC102548067,9.812911398,-2.122861887,0.486743096,-4.250967615,2.13E-05,0.000239204
LOC108351994,LOC108351994,14.56592671,-2.121579097,0.480671899,-4.357311642,1.32E-05,0.000158029
LOC120097096,LOC120097096,45.76302999,-2.118969698,0.434632037,-4.879429461,1.06E-06,1.75E-05
Mfap1a,Mfap1a,888.3737325,-2.116071277,0.219273131,-9.64829252,5.00E-22,9.97E-20
Mbd3l2,Mbd3l2,9.941950906,-2.111166168,0.487694204,-4.055042771,5.01E-05,0.000494136
Trna,Trna,33.4872026,-2.110721185,0.440555241,-4.778338268,1.77E-06,2.75E-05
LOC120101880,LOC120101880,8.152812445,-2.10941415,0.487515075,-4.142718636,3.43E-05,0.000357941
LOC102554599,LOC102554599,16.0564112,-2.10894633,0.487640484,-4.348758261,1.37E-05,0.000162844
LOC120098801,LOC120098801,20.31420498,-2.108918658,0.432920784,-4.80682657,1.53E-06,2.42E-05
Vps4a,Vps4a,159.3382183,-2.105821996,0.344816831,-6.10443254,1.03E-09,3.71E-08
LOC102552388,LOC102552388,21.0232349,-2.102385654,0.445627789,-4.669806653,3.01E-06,4.34E-05
LOC120096427,LOC120096427,25.49145724,-2.102292978,0.432046578,-4.816339421,1.46E-06,2.32E-05
LOC120098179,LOC120098179,24.70122918,-2.101735155,0.450822806,-4.626680854,3.72E-06,5.22E-05
Cngb1,Cngb1,13.00160479,-2.101301518,0.477410761,-4.311018359,1.63E-05,0.000189279
Adam10,Adam10,73.583731,-2.09967806,0.373985324,-5.601706591,2.12E-08,5.54E-07
LOC120101661,LOC120101661,8.652674751,-2.093342939,0.484454553,-4.692982172,2.69E-06,3.94E-05
Rab32,Rab32,277.5292362,-2.093108565,0.232606896,-8.991597867,2.44E-19,3.42E-17
LOC120093143,LOC120093143,7.917266806,-2.092890458,0.484624875,-4.639255817,3.50E-06,4.96E-05
Adamdec1,Adamdec1,17.42608689,-2.09188636,0.454740724,-4.544684874,5.50E-06,7.37E-05
Fbxo27,Fbxo27,49.06767527,-2.089775087,0.381138574,-5.454475241,4.91E-08,1.16E-06
Mettl21c,Mettl21c,12.93759271,-2.089359798,0.486625033,-4.294738963,1.75E-05,0.000202444
Klhdc7a,Klhdc7a,7.907501017,-2.089204048,0.484546402,-4.636556533,3.54E-06,5.02E-05
LOC120096423,LOC120096423,15.92352112,-2.085599127,0.481784573,-4.336587559,1.45E-05,0.000170917
LOC108350066,LOC108350066,8.095067837,-2.085317745,0.487309884,-4.120302724,3.78E-05,0.000388739
Gpr156,Gpr156,66.77139741,-2.083137172,0.367471617,-5.654598045,1.56E-08,4.22E-07
Il19,Il19,8.143539477,-2.083105756,0.486676953,-4.099270691,4.14E-05,0.000420187
FAM120C,FAM120C,1861.134423,-2.080554379,0.261644358,-7.951893708,1.84E-15,1.86E-13
Rims4,Rims4,297.8259022,-2.079146068,0.227375176,-9.137755188,6.38E-20,9.69E-18
